orgId,orgName,teamId,teamName,projectId,projectName,deptId,deptName,officeId,loc
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CUSTOMER_PORTAL,Customer Portal,DEPT_LEGAL,Legal,OFFICE_MY_KL,"Kuala Lumpur, Malaysia"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CUSTOMER_PORTAL,Customer Portal,DEPT_LEGAL,Legal,OFFICE_US_SF,"San Francisco, USA"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CUSTOMER_PORTAL,Customer Portal,DEPT_LEGAL,Legal,OFFICE_SG_MARINA,Singapore - Marina Bay
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CUSTOMER_PORTAL,Customer Portal,DEPT_ENGINEERING,Engineering,OFFICE_MY_KL,"Kuala Lumpur, Malaysia"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CUSTOMER_PORTAL,Customer Portal,DEPT_ENGINEERING,Engineering,OFFICE_US_SF,"San Francisco, USA"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CUSTOMER_PORTAL,Customer Portal,DEPT_ENGINEERING,Engineering,OFFICE_SG_MARINA,Singapore - Marina Bay
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CRM_SYSTEM,CRM System,DEPT_LEGAL,Legal,OFFICE_MY_KL,"Kuala Lumpur, Malaysia"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CRM_SYSTEM,CRM System,DEPT_LEGAL,Legal,OFFICE_US_SF,"San Francisco, USA"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CRM_SYSTEM,CRM System,DEPT_LEGAL,Legal,OFFICE_SG_MARINA,Singapore - Marina Bay
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CRM_SYSTEM,CRM System,DEPT_ENGINEERING,Engineering,OFFICE_MY_KL,"Kuala Lumpur, Malaysia"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CRM_SYSTEM,CRM System,DEPT_ENGINEERING,Engineering,OFFICE_US_SF,"San Francisco, USA"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_CRM_SYSTEM,CRM System,DEPT_ENGINEERING,Engineering,OFFICE_SG_MARINA,Singapore - Marina Bay
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_ERP,ERP System,DEPT_LEGAL,Legal,OFFICE_MY_KL,"Kuala Lumpur, Malaysia"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_ERP,ERP System,DEPT_LEGAL,Legal,OFFICE_US_SF,"San Francisco, USA"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_ERP,ERP System,DEPT_LEGAL,Legal,OFFICE_SG_MARINA,Singapore - Marina Bay
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_ERP,ERP System,DEPT_ENGINEERING,Engineering,OFFICE_MY_KL,"Kuala Lumpur, Malaysia"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_ERP,ERP System,DEPT_ENGINEERING,Engineering,OFFICE_US_SF,"San Francisco, USA"
ORG_000001,Organization_0001,TEAM_ANALYTICS,Analytics Team,PRJ_ERP,ERP System,DEPT_ENGINEERING,Engineering,OFFICE_SG_MARINA,Singapore - Marina Bay
